,Avg TL sim,Avg FL sim,Accuracy,Precision,Recall,F1,F2,MAP@3,MAP@1,MAA@3,MAA@1,MRR,MAP,Accuracy@3,Accuracy@1,Testing time
python,0.7921704741956282,0.5733277229519844,0.29039370346748106,0.0016041510649185248,0.9522450592885374,0.0031999467688840376,0.007938381199541966,0.23655917874396137,0.3614723320158103,0.4006212121212121,0.3614723320158103,0.0,0.0,0.43194268774703554,0.3614723320158103,225.56526086956526
