,Avg TL sim,Avg FL sim,Accuracy,Precision,Recall,F1,F2,MAP@3,MAP@1,MAA@3,MAA@1,MRR,MAP,Accuracy@3,Accuracy@1,Testing time
python,0.7236813521916986,0.0935493187321532,0.9987922796442688,0.4699936692036761,0.887711462450593,0.6115890153766316,0.7506850649610921,0.5545443566095739,0.8847924901185773,0.9192430830039526,0.8847924901185773,0.9189889429839342,0.8847924901185773,0.9457667984189723,0.8847924901185773,519.4627391304349
